1, "t_1s",    1.3445265, 0.0047761472, 1.01, 2.8
2, "t_1v",          3., 0.0036612178, 1.6, 3.2
3, "t_2s",    1.0374261, 0.0007267214, 0.5, 2.8
4, "t_2v",    2.3330969, 0.0057257584, 1.8, 2.6
5, "f_Om",     1.622203, 0.0025818006, -1, 1.7
6, "f_Ph",   -1.3882953, 0.0042635012, -1.5, 1.2
7, "f_Om1",    1.1575032, 0.0085632581, -1.2, 1.2
8, "f_Ph1",  -0.17374491, 0.0024150202, -0.5, 0.5
9, "f_Rh",          0.6, 0.00015026862, 0.6, 1.2
10, "f_Om_T",  -0.69130606, 0.0089317041, -0.9, 1.9
11, "f_Ph_T",    1.1790909,  0.014904379, -1.4, 1.4
12, "f_Ph1_T",   0.13474386,  0.003355833, -0.5, 0.5
