% $Id: dataProtonElectric.dat 101 2012-03-13 12:17:06Z bartos $
% G_E proton data: space-like
# Type=1
-1.9469	0.0722	0.0126	0.0126
-1.7522	0.0685	0.0101	0.0101
-1.7522	0.0712	0.0064	0.0064
-1.7500	0.0713	0.0064	0.0064
-1.5575	0.0863	0.0085	0.0085
-1.3628	0.1113	0.0084	0.0084
-1.3500	0.1140	0.0053	0.0053
-1.1681	0.1310	0.0092	0.0092
-1.1681	0.1307	0.0047	0.0047
-1.1000	0.1407	0.0050	0.0050
-0.9734	0.1761	0.0083	0.0083
-0.9400	0.1957	0.0077	0.0077
-0.7800	0.2170	0.0065	0.0065
-0.7788	0.2183	0.0082	0.0082
-0.7788	0.2174	0.0065	0.0065
-0.7200	0.2700	0.0172	0.0172
-0.6500	0.2650	0.0115	0.0115
-0.5841	0.2935	0.0083	0.0083
-0.5841	0.2926	0.0041	0.0041
-0.5800	0.2944	0.0042	0.0042
-0.5300	0.3271	0.0113	0.0113
-0.4500	0.3748	0.0095	0.0095
-0.3900	0.4142	0.0049	0.0049
-0.3894	0.3969	0.0134	0.0134
-0.3894	0.4147	0.0050	0.0050
-0.3300	0.4465	0.0049	0.0049
-0.2726	0.5004	0.0070	0.0070
-0.2700	0.5030	0.0070	0.0070
-0.1900	0.6058	0.0050	0.0050
-0.1300	0.6935	0.0079	0.0079
-0.1160	0.7253	0.0221	0.0221
-0.0778	0.7842	0.0115	0.0115
-0.0545	0.8466	0.0034	0.0034
-0.0467	0.8637	0.0052	0.0052
-0.0389	0.8839	0.0071	0.0071
-0.0389	0.8809	0.0085	0.0085
-0.0350	0.9023	0.0033	0.0033
-0.0331	0.9043	0.0029	0.0029
-0.0312	0.9064	0.0024	0.0024
-0.0273	0.9165	0.0032	0.0032
-0.0253	0.9246	0.0017	0.0017
-0.0234	0.9320	0.0028	0.0028
-0.0214	0.9353	0.0015	0.0015
-0.0195	0.9428	0.0029	0.0029
-0.0175	0.9463	0.0015	0.0015
-0.0156	0.9511	0.0048	0.0048
-0.0136	0.9612	0.0021	0.0021
-0.0117	0.9619	0.0041	0.0041
-0.0097	0.9722	0.0021	0.0021
-0.0078	0.9767	0.0024	0.0024
-0.0055	0.9858	0.0022	0.0022
% G_E proton data: time-like
# Type=2
3.5200	0.5300	0.0400	0.0600
3.5210	0.5100	0.0600	0.0600
3.5269	0.5740	0.0710	0.0810
3.5438	0.4950	0.0470	0.0520
3.5500	0.3900	0.0500	0.0500
3.5627	0.3900	0.0450	0.0500
3.5664	0.4530	0.0230	0.0250
3.5700	0.3400	0.0400	0.0400
3.5816	0.4190	0.0410	0.0450
3.6000	0.3100	0.0300	0.0300
3.6005	0.3980	0.0400	0.0440
3.6100	0.4200	0.1400	0.0800
3.6100	0.4100	0.1100	0.0900
3.6195	0.3990	0.0410	0.0460
3.6386	0.3260	0.0400	0.0460
3.6577	0.3970	0.0360	0.0400
3.6577	0.3540	0.0170	0.0170
3.6864	0.3210	0.0240	0.0260
3.6900	0.2810	0.0140	0.0140
3.6900	0.3600	0.0500	0.0500
3.7297	0.3130	0.0200	0.0220
3.7539	0.3050	0.0150	0.0150
3.7600	0.2550	0.0130	0.0130
3.7636	0.3937	0.0597	0.0597
3.7782	0.2980	0.0200	0.0210
3.8269	0.2700	0.0210	0.0220
3.8300	0.2490	0.0100	0.0100
3.8514	0.2760	0.0140	0.0150
3.8760	0.2800	0.0190	0.0200
3.8987	0.2490	0.0803	0.0803
3.9400	0.2460	0.0110	0.0110
3.9502	0.2660	0.0140	0.0150
4.0000	0.2600	0.0300	0.0300
4.0000	0.2400	0.0300	0.0300
4.0000	0.1750	0.0673	0.0553
4.0502	0.2730	0.0130	0.0140
4.1250	0.2646	0.0340	0.0340
4.1250	0.2074	0.0362	0.0362
4.1514	0.2500	0.0130	0.0140
4.1800	0.2370	0.0090	0.0090
4.2000	0.2200	0.0200	0.0200
% EOF
