% $Id: dataNeutronElectric.dat 101 2012-03-13 12:17:06Z bartos $
% G_E neutron data: space-like
# Type=5
-1.7522	0.0412	0.0291	0.0291
-1.1681	0.0721	0.0194	0.0194
-1.0000	0.0454	0.0065	0.0065
-0.7900	0.0468	0.0093	0.0091
-0.7788	0.1456	0.0158	0.0158
-0.6700	0.0468	0.0069	0.0069
-0.5900	0.0477	0.0073	0.0070
-0.5000	0.0526	0.0042	0.0042
-0.4950	0.0463	0.0070	0.0070
-0.4000	0.0520	0.0047	0.0047
-0.3850	0.0334	0.0043	0.0043
-0.3400	0.0611	0.0098	0.0088
-0.3000	0.0552	0.0064	0.0062
-0.2726	0.1149	0.0392	0.0392
-0.2550	0.0660	0.0371	0.0371
-0.2100	0.0660	0.0043	0.0043
-0.1500	0.0481	0.0084	0.0084
% G_E neutron data: time-like
# Type=6
3.6400	0.4500	0.1600	0.1600
3.6900	0.3900	0.0800	0.0800
4.0000	0.2900	0.0500	0.0500
% EOF
